,index,file_extension,title,author
2151,1561,../data/gutenberg/Charlotte Mary Yonge___Old Times at Otterbourne.txt,Old Times at Otterbourne,Charlotte Mary Yonge
2152,176,../data/gutenberg/Bertrand Russell___The Analysis of Mind.txt,The Analysis of Mind,Bertrand Russell
2153,1908,../data/gutenberg/R M Ballantyne___Jarwin and Cuffy.txt,Jarwin and Cuffy,R M Ballantyne
2154,168,../data/gutenberg/Herbert George Wells___Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.txt,Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books,Herbert George Wells
2155,1400,../data/gutenberg/George Alfred Henty___Facing Death.txt,Facing Death,George Alfred Henty
2156,2968,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Danny Meadow Mouse.txt,The Adventures of Danny Meadow Mouse,Thornton Waldo Burgess
2157,1392,../data/gutenberg/Henry Rider Haggard___Finished.txt,Finished,Henry Rider Haggard
2158,2257,../data/gutenberg/John Milton___The Poetical Works of John Milton.txt,The Poetical Works of John Milton,John Milton
2159,2177,../data/gutenberg/O Henry___Options.txt,Options,O Henry
2160,2237,../data/gutenberg/Walter de la Mare___The Return.txt,The Return,Walter de la Mare
2161,136,../data/gutenberg/George Bernard Shaw___Overruled.txt,Overruled,George Bernard Shaw
2162,1470,../data/gutenberg/John Galsworthy___The Little Man.txt,The Little Man,John Galsworthy
2163,1278,../data/gutenberg/Sir Walter Scott___St. Ronan's Well.txt,St. Ronan's Well,Sir Walter Scott
2164,1973,../data/gutenberg/Herbert George Wells___A Modern Utopia.txt,A Modern Utopia,Herbert George Wells
2165,894,../data/gutenberg/James Fenimore Cooper___The Pilot.txt,The Pilot,James Fenimore Cooper
2166,197,"../data/gutenberg/William Wordsworth___Poems in Two Volumes, Volume 1.txt","Poems in Two Volumes, Volume 1",William Wordsworth
2167,2338,"../data/gutenberg/William Wymark Jacobs___Manners Makyth Man, Ship's Company, Part 12.txt","Manners Makyth Man, Ship's Company, Part 12",William Wymark Jacobs
2168,1483,../data/gutenberg/James Fenimore Cooper___The Monikins.txt,The Monikins,James Fenimore Cooper
2169,1792,../data/gutenberg/Andrew Lang___Ballads in Blue China and Verses and Translations.txt,Ballads in Blue China and Verses and Translations,Andrew Lang
2170,2084,../data/gutenberg/Sir Arthur Conan Doyle___The Captain of the Pole-Star and Other Tales.txt,The Captain of the Pole-Star and Other Tales,Sir Arthur Conan Doyle
2171,767,../data/gutenberg/James Matthew Barrie___Auld Licht Idylls.txt,Auld Licht Idylls,James Matthew Barrie
2172,2280,../data/gutenberg/Washington Irving___Oliver Goldsmith.txt,Oliver Goldsmith,Washington Irving
2173,2693,../data/gutenberg/Andrew Lang___Old Friends - Essays in Epistolary Parody.txt,Old Friends - Essays in Epistolary Parody,Andrew Lang
2174,2081,../data/gutenberg/Henry David Thoreau___Cape Cod.txt,Cape Cod,Henry David Thoreau
2175,1112,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 21.txt","History of Friedrich II of Prussia, Volume 21",Thomas Carlyle
2176,2931,../data/gutenberg/Charles Dickens___The Pickwick Papers.txt,The Pickwick Papers,Charles Dickens
2177,865,../data/gutenberg/Sir William Schwenck Gilbert___Songs of a Savoyard.txt,Songs of a Savoyard,Sir William Schwenck Gilbert
2178,2389,"../data/gutenberg/George Alfred Henty___In the Hands of the Malays, and Other Stories.txt","In the Hands of the Malays, and Other Stories",George Alfred Henty
2179,1085,../data/gutenberg/Edward Phillips Oppenheim___Mysterious Mr. Sabin.txt,Mysterious Mr. Sabin,Edward Phillips Oppenheim
2180,1447,"../data/gutenberg/Washington Irving___The Life of George Washington, Volume I.txt","The Life of George Washington, Volume I",Washington Irving
2181,199,../data/gutenberg/Henry James___Eugene Pickering.txt,Eugene Pickering,Henry James
2182,429,../data/gutenberg/Herbert George Wells___Select Conversations with an Uncle.txt,Select Conversations with an Uncle,Herbert George Wells
2183,1823,../data/gutenberg/Sir Arthur Conan Doyle___A Duet.txt,A Duet,Sir Arthur Conan Doyle
2184,1795,../data/gutenberg/Lucy Maud Montgomery___The Golden Road.txt,The Golden Road,Lucy Maud Montgomery
2185,1970,../data/gutenberg/Charles Kingsley___Daily Thoughts.txt,Daily Thoughts,Charles Kingsley
2186,730,../data/gutenberg/Washington Irving___Tales of a Traveller.txt,Tales of a Traveller,Washington Irving
2187,297,../data/gutenberg/R M Ballantyne___The Red Eric.txt,The Red Eric,R M Ballantyne
2188,2121,../data/gutenberg/Herbert George Wells___The Passionate Friends.txt,The Passionate Friends,Herbert George Wells
2189,807,../data/gutenberg/Joseph Conrad___Tales of Unrest.txt,Tales of Unrest,Joseph Conrad
2190,2595,../data/gutenberg/R M Ballantyne___Ungava.txt,Ungava,R M Ballantyne
2191,1565,"../data/gutenberg/Thomas Henry Huxley___Darwiniana Essays, Volume 2.txt","Darwiniana Essays, Volume 2",Thomas Henry Huxley
2192,1172,../data/gutenberg/Sir Arthur Conan Doyle___The Great Shadow and Other Napoleonic Tales.txt,The Great Shadow and Other Napoleonic Tales,Sir Arthur Conan Doyle
2193,2888,../data/gutenberg/Jerome Klapka Jerome___Paul Kelver.txt,Paul Kelver,Jerome Klapka Jerome
2194,2895,../data/gutenberg/D H Lawrence___Tortoises.txt,Tortoises,D H Lawrence
2195,821,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 8.txt","History of Friedrich II of Prussia, Volume 8",Thomas Carlyle
2196,2711,../data/gutenberg/Sir Walter Scott___The Surgeon's Daughter.txt,The Surgeon's Daughter,Sir Walter Scott
2197,1241,../data/gutenberg/Louisa May Alcott___Moods.txt,Moods,Louisa May Alcott
2198,1563,../data/gutenberg/G K Chesterton___The Trees of Pride.txt,The Trees of Pride,G K Chesterton
2199,2879,../data/gutenberg/William Dean Howells___The Standard Household-Effect Company.txt,The Standard Household-Effect Company,William Dean Howells
2200,623,"../data/gutenberg/Mark Twain___The Letters Of Mark Twain, Complete.txt","The Letters Of Mark Twain, Complete",Mark Twain
2201,1445,../data/gutenberg/George Bernard Shaw___Getting Married.txt,Getting Married,George Bernard Shaw
2202,1718,../data/gutenberg/Thomas Hardy___A Laodicean.txt,A Laodicean,Thomas Hardy
2203,1162,../data/gutenberg/Anthony Trollope___Linda Tressel.txt,Linda Tressel,Anthony Trollope
2204,2260,../data/gutenberg/George Alfred Henty___By Sheer Pluck.txt,By Sheer Pluck,George Alfred Henty
2205,1640,../data/gutenberg/Edward Stratemeyer___Dave Porter At Bear Camp.txt,Dave Porter At Bear Camp,Edward Stratemeyer
2206,3014,../data/gutenberg/Charlotte Mary Yonge___Young Folks' History of England.txt,Young Folks' History of England,Charlotte Mary Yonge
2207,2603,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 06 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 06 (of 12)",Edmund Burke
2208,2775,../data/gutenberg/Rafael Sabatini___The Strolling Saint.txt,The Strolling Saint,Rafael Sabatini
2209,2749,../data/gutenberg/Wilkie Collins___The Moonstone.txt,The Moonstone,Wilkie Collins
2210,1022,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Reddy Fox.txt,The Adventures of Reddy Fox,Thornton Waldo Burgess
2211,1750,../data/gutenberg/Harold Bindloss___The Impostor.txt,The Impostor,Harold Bindloss
2212,291,../data/gutenberg/Benjamin Disraeli___The Young Duke.txt,The Young Duke,Benjamin Disraeli
2213,2022,../data/gutenberg/Leigh Hunt___Captain Sword and Captain Pen.txt,Captain Sword and Captain Pen,Leigh Hunt
2214,1740,../data/gutenberg/P G Wodehouse___Three Men and a Maid.txt,Three Men and a Maid,P G Wodehouse
2215,2282,../data/gutenberg/Zane Grey___The Rustlers of Pecos County.txt,The Rustlers of Pecos County,Zane Grey
2216,1007,../data/gutenberg/Sir Arthur Conan Doyle___The Dealings of Captain Sharkey and Other Tales of Pirates.txt,The Dealings of Captain Sharkey and Other Tales of Pirates,Sir Arthur Conan Doyle
2217,67,../data/gutenberg/William Dean Howells___My Literary Passions.txt,My Literary Passions,William Dean Howells
2218,24,"../data/gutenberg/Harriet Elizabeth Beecher Stowe___Uncle Tom's Cabin, Young Folks' Edition.txt","Uncle Tom's Cabin, Young Folks' Edition",Harriet Elizabeth Beecher Stowe
2219,216,../data/gutenberg/Hamlin Garland___The Captain of the Gray-Horse Troop.txt,The Captain of the Gray-Horse Troop,Hamlin Garland
2220,1910,../data/gutenberg/Edward Phillips Oppenheim___To Win the Love He Sought.txt,To Win the Love He Sought,Edward Phillips Oppenheim
2221,2783,../data/gutenberg/R M Ballantyne___The Lifeboat.txt,The Lifeboat,R M Ballantyne
2222,1153,../data/gutenberg/Lewis Carroll___Songs From Alice in Wonderland and Through the Looking-Glass.txt,Songs From Alice in Wonderland and Through the Looking-Glass,Lewis Carroll
2223,2159,"../data/gutenberg/Mark Twain___Sketches New and Old, Complete.txt","Sketches New and Old, Complete",Mark Twain
2224,166,../data/gutenberg/Henry Rider Haggard___Pearl-Maiden.txt,Pearl-Maiden,Henry Rider Haggard
2225,2967,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 15.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 15",Robert Louis Stevenson
2226,207,../data/gutenberg/Jacob Abbott___Richard II.txt,Richard II,Jacob Abbott
2227,2322,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 7, A Sketch.txt","Critical Miscellanies, Volume 3, Essay 7, A Sketch",John Morley
2228,2089,../data/gutenberg/Thomas Henry Huxley___Essays Upon Some Controverted Questions.txt,Essays Upon Some Controverted Questions,Thomas Henry Huxley
2229,591,../data/gutenberg/Edward Phillips Oppenheim___Nobody's Man.txt,Nobody's Man,Edward Phillips Oppenheim
2230,1176,../data/gutenberg/Wilkie Collins___The Queen of Hearts.txt,The Queen of Hearts,Wilkie Collins
2231,1720,../data/gutenberg/Wilkie Collins___The Woman in White.txt,The Woman in White,Wilkie Collins
2232,1863,"../data/gutenberg/James Russell Lowell___Among My Books, Second Series.txt","Among My Books, Second Series",James Russell Lowell
2233,525,../data/gutenberg/Robert Louis Stevenson___Moral Emblems.txt,Moral Emblems,Robert Louis Stevenson
2234,2335,../data/gutenberg/Bret Harte___Devil's Ford.txt,Devil's Ford,Bret Harte
2235,469,../data/gutenberg/Wilkie Collins___Man and Wife.txt,Man and Wife,Wilkie Collins
2236,1350,../data/gutenberg/Charlotte Mary Yonge___Magnum Bonum.txt,Magnum Bonum,Charlotte Mary Yonge
2237,2169,../data/gutenberg/Lyman Frank Baum___Aunt Jane’s Nieces on the Ranch.txt,Aunt Jane’s Nieces on the Ranch,Lyman Frank Baum
2238,2811,../data/gutenberg/Henry James___The Outcry.txt,The Outcry,Henry James
2239,1531,../data/gutenberg/Lyman Frank Baum___Mary Louise Solves a Mystery.txt,Mary Louise Solves a Mystery,Lyman Frank Baum
2240,928,../data/gutenberg/Andrew Lang___Ban and Arriere Ban.txt,Ban and Arriere Ban,Andrew Lang
2241,1896,"../data/gutenberg/Thomas Henry Huxley___The Perpetuation Of Living Beings, Hereditary Transmission And Variation.txt","The Perpetuation Of Living Beings, Hereditary Transmission And Variation",Thomas Henry Huxley
2242,2721,../data/gutenberg/Jacob Abbott___Rollo at Work.txt,Rollo at Work,Jacob Abbott
2243,1619,../data/gutenberg/Edward Stratemeyer___The Rover Boys in New York.txt,The Rover Boys in New York,Edward Stratemeyer
2244,1469,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 14.txt","History of Friedrich II of Prussia, Volume 14",Thomas Carlyle
2245,1141,../data/gutenberg/Jerome Klapka Jerome___Mrs. Korner Sins Her Mercies.txt,Mrs. Korner Sins Her Mercies,Jerome Klapka Jerome
2246,1913,../data/gutenberg/Robert Louis Stevenson___The Art of Writing and Other Essays.txt,The Art of Writing and Other Essays,Robert Louis Stevenson
2247,956,"../data/gutenberg/Lucy Maud Montgomery___Lucy Maud Montgomery Short Stories, 1905 to 1906.txt","Lucy Maud Montgomery Short Stories, 1905 to 1906",Lucy Maud Montgomery
2248,1488,../data/gutenberg/Charles Darwin___On the Origin of Species 1st Edition.txt,On the Origin of Species 1st Edition,Charles Darwin
2249,25,../data/gutenberg/Joseph Conrad___Lord Jim.txt,Lord Jim,Joseph Conrad
2250,1134,../data/gutenberg/Albert Einstein___Sidelights on Relativity.txt,Sidelights on Relativity,Albert Einstein
2251,2197,../data/gutenberg/Walter de la Mare___Collected Poems 1901-1918 in Two Volumes Volume 2.txt,Collected Poems 1901-1918 in Two Volumes Volume 2,Walter de la Mare
2252,925,../data/gutenberg/Edgar Allan Poe___The Works of Edgar Allan Poe Volume 1.txt,The Works of Edgar Allan Poe Volume 1,Edgar Allan Poe
2253,1552,../data/gutenberg/George Alfred Henty___The Treasure of the Incas.txt,The Treasure of the Incas,George Alfred Henty
2254,2744,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 18.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 18",Robert Louis Stevenson
2255,843,../data/gutenberg/Jerome Klapka Jerome___The Angel and the Author - and Others.txt,The Angel and the Author - and Others,Jerome Klapka Jerome
2256,1645,../data/gutenberg/John Ruskin___The Poetry of Architecture.txt,The Poetry of Architecture,John Ruskin
2257,2646,../data/gutenberg/William Dean Howells___Italian Journeys.txt,Italian Journeys,William Dean Howells
2258,1020,../data/gutenberg/John Dryden___Palamon and Arcite.txt,Palamon and Arcite,John Dryden
2259,2187,"../data/gutenberg/Nathaniel Hawthorne___The Christmas Banquet (From ""Mosses From An Old Manse"").txt","The Christmas Banquet (From ""Mosses From An Old Manse"")",Nathaniel Hawthorne
2260,749,../data/gutenberg/William Dean Howells___First Visit to New England and Others.txt,First Visit to New England and Others,William Dean Howells
2261,2371,../data/gutenberg/Edward Stratemeyer___At the Fall of Port Arthur.txt,At the Fall of Port Arthur,Edward Stratemeyer
2262,180,../data/gutenberg/Walt Whitman___The Wound Dresser.txt,The Wound Dresser,Walt Whitman
2263,1272,../data/gutenberg/Herbert George Wells___The Stolen Bacillus and Other Incidents.txt,The Stolen Bacillus and Other Incidents,Herbert George Wells
2264,2498,../data/gutenberg/James Otis___Corporal 'Lige's Recruit.txt,Corporal 'Lige's Recruit,James Otis
2265,1434,../data/gutenberg/William Makepeace Thackeray___Some Roundabout Papers.txt,Some Roundabout Papers,William Makepeace Thackeray
2266,607,../data/gutenberg/Wilkie Collins___Miss or Mrs.?.txt,Miss or Mrs.?,Wilkie Collins
2267,1352,"../data/gutenberg/William Wordsworth___Poems in Two Volumes, Volume 2.txt","Poems in Two Volumes, Volume 2",William Wordsworth
2268,2344,../data/gutenberg/William Dean Howells___The Leatherwood God.txt,The Leatherwood God,William Dean Howells
2269,1904,../data/gutenberg/George Bernard Shaw___Caesar and Cleopatra.txt,Caesar and Cleopatra,George Bernard Shaw
2270,1899,../data/gutenberg/Anthony Trollope___The Parson's Daughter of Oxney Colne.txt,The Parson's Daughter of Oxney Colne,Anthony Trollope
2271,94,../data/gutenberg/Thomas Crofton Croker___A Walk from London to Fulham.txt,A Walk from London to Fulham,Thomas Crofton Croker
2272,770,../data/gutenberg/John Galsworthy___Justice.txt,Justice,John Galsworthy
2273,637,../data/gutenberg/George Bernard Shaw___Misalliance.txt,Misalliance,George Bernard Shaw
2274,1304,../data/gutenberg/Robert Louis Stevenson___Lay Morals.txt,Lay Morals,Robert Louis Stevenson
2275,2334,../data/gutenberg/Andrew Lang___Oxford.txt,Oxford,Andrew Lang
2276,2536,../data/gutenberg/Hamlin Garland___The Light of the Star.txt,The Light of the Star,Hamlin Garland
2277,2492,../data/gutenberg/Jacob Abbott___Forests of Maine.txt,Forests of Maine,Jacob Abbott
2278,1208,../data/gutenberg/William Butler Yeats___Reveries over Childhood and Youth.txt,Reveries over Childhood and Youth,William Butler Yeats
2279,1395,"../data/gutenberg/Lucy Maud Montgomery___Lucy Maud Montgomery Short Stories, 1902 to 1903.txt","Lucy Maud Montgomery Short Stories, 1902 to 1903",Lucy Maud Montgomery
2280,1578,../data/gutenberg/Anthony Trollope___An Unprotected Female at the Pyramids.txt,An Unprotected Female at the Pyramids,Anthony Trollope
2281,1198,"../data/gutenberg/Robert Louis Stevenson___A Child's Garden of Verses, Version 1.txt","A Child's Garden of Verses, Version 1",Robert Louis Stevenson
2282,275,"../data/gutenberg/Nathaniel Hawthorne___Edward Fane's Rosebud (From ""Twice Told Tales"").txt","Edward Fane's Rosebud (From ""Twice Told Tales"")",Nathaniel Hawthorne
2283,2854,../data/gutenberg/G K Chesterton___Magic.txt,Magic,G K Chesterton
2284,1152,../data/gutenberg/Daniel Defoe___Dickory Cronke.txt,Dickory Cronke,Daniel Defoe
2285,1206,../data/gutenberg/William Makepeace Thackeray___The Second Funeral of Napoleon.txt,The Second Funeral of Napoleon,William Makepeace Thackeray
2286,2080,../data/gutenberg/Winston Churchill___The Crossing.txt,The Crossing,Winston Churchill
2287,1104,../data/gutenberg/Thomas Hardy___Wessex Tales.txt,Wessex Tales,Thomas Hardy
2288,307,"../data/gutenberg/William Wymark Jacobs___Fairy Gold, Ship's Company, Part 4.txt","Fairy Gold, Ship's Company, Part 4",William Wymark Jacobs
2289,2818,../data/gutenberg/William Dean Howells___Boy Life.txt,Boy Life,William Dean Howells
2290,2059,../data/gutenberg/Ralph Waldo Emerson___Poems.txt,Poems,Ralph Waldo Emerson
2291,872,../data/gutenberg/Lewis Carroll___Three Sunsets and Other Poems.txt,Three Sunsets and Other Poems,Lewis Carroll
2292,86,../data/gutenberg/Stephen Leacock___Sunshine Sketches of a Little Town.txt,Sunshine Sketches of a Little Town,Stephen Leacock
2293,2826,../data/gutenberg/Charlotte Mary Yonge___Chantry House.txt,Chantry House,Charlotte Mary Yonge
2294,2753,../data/gutenberg/Sir Walter Scott___The Journal of Sir Walter Scott.txt,The Journal of Sir Walter Scott,Sir Walter Scott
